UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE
SISTEMA INTEGRADO DE GESTÃO DE ATIVIDADES ACADÊMICAS
RELATÓRIO DE NOTAS SEMESTRAIS
CURSO;CIÊNCIAS E TECNOLOGIA/ECT - NATAL - BACHARELADO
ANO;2017

Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170149393;-;DESISTENCIA;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20170149393;-;DESISTENCIA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170149393;6.50;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170149393;6.90;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170149419;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170149419;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170149419;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20170149419;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170149419;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170149419;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170149437;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170149437;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170149437;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20170149437;-;DESISTENCIA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170149437;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170149437;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170149491;6.80;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;06;1912054-2;36N34 (24/07/2017 - 16/12/2017);20170149491;5.70;APROVADO POR NOTA;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20170149491;6.10;APROVADO POR NOTA;
2;ECT2104;QUÍMICA GERAL;05D;3432383-1;7M12  25N34 (24/07/2017 - 16/12/2017);20170149491;6.90;APROVADO POR NOTA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;3913659-2;4N34 (24/07/2017 - 16/12/2017);20170149491;6.60;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1148551-7;4N12 (24/07/2017 - 16/12/2017);20170149491;8.40;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170149535;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170149535;8.70;APROVADO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170149535;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20170149535;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170149535;8.60;APROVADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170149535;9.20;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170149553;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;06;1912054-2;36N34 (24/07/2017 - 16/12/2017);20170149553;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20170149553;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;05D;3432383-1;7M12  25N34 (24/07/2017 - 16/12/2017);20170149553;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;3913659-2;4N34 (24/07/2017 - 16/12/2017);20170149553;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1148551-7;4N12 (24/07/2017 - 16/12/2017);20170149553;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170149571;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;06;1912054-2;36N34 (24/07/2017 - 16/12/2017);20170149571;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20170149571;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;05D;3432383-1;7M12  25N34 (24/07/2017 - 16/12/2017);20170149571;-;DESISTENCIA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;3913659-2;4N34 (24/07/2017 - 16/12/2017);20170149571;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1148551-7;4N12 (24/07/2017 - 16/12/2017);20170149571;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170149615;-;DESISTENCIA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170149615;-;DESISTENCIA;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170149615;-;DESISTENCIA;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20170149615;5.90;APROVADO POR NOTA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170149615;7.70;APROVADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170149615;5.40;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;03;1672787-0;2356T34 (24/07/2017 - 30/09/2017);20170149633;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;03;2565098-1;36T12 (24/07/2017 - 16/12/2017);20170149633;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;03;2196137-1;2356T34 (02/10/2017 - 16/12/2017);20170149633;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;03E;2275848-0,1255011-8;6M34  25T12 (24/07/2017 - 16/12/2017);20170149633;1.80;CANCELADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;03;3891450-8;4T12 (24/07/2017 - 16/12/2017);20170149633;5.40;CANCELADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;03;1753033-6;4T34 (24/07/2017 - 16/12/2017);20170149633;4.90;CANCELADO;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170149651;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170149651;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170149651;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20170149651;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170149651;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170149651;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170149670;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;06;1912054-2;36N34 (24/07/2017 - 16/12/2017);20170149670;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20170149670;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;05D;3432383-1;7M12  25N34 (24/07/2017 - 16/12/2017);20170149670;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;3913659-2;4N34 (24/07/2017 - 16/12/2017);20170149670;-;DESISTENCIA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1148551-7;4N12 (24/07/2017 - 16/12/2017);20170149670;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170149731;6.00;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;06;1912054-2;36N34 (24/07/2017 - 16/12/2017);20170149731;7.80;APROVADO;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20170149731;5.60;APROVADO POR NOTA;
2;ECT2104;QUÍMICA GERAL;05D;3432383-1;7M12  25N34 (24/07/2017 - 16/12/2017);20170149731;-;DESISTENCIA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;3913659-2;4N34 (24/07/2017 - 16/12/2017);20170149731;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1148551-7;4N12 (24/07/2017 - 16/12/2017);20170149731;6.60;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170149796;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170149796;-;DESISTENCIA;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170149796;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20170149796;0.40;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170149796;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170149796;-;DESISTENCIA;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170149811;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;06;1912054-2;36N34 (24/07/2017 - 16/12/2017);20170149811;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20170149811;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;05D;3432383-1;7M12  25N34 (24/07/2017 - 16/12/2017);20170149811;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;3913659-2;4N34 (24/07/2017 - 16/12/2017);20170149811;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1148551-7;4N12 (24/07/2017 - 16/12/2017);20170149811;-;DESISTENCIA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170149830;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170149830;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170149830;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20170149830;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170149830;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170149830;7.60;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170152138;-;DESISTENCIA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;06;1912054-2;36N34 (24/07/2017 - 16/12/2017);20170152138;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20170152138;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;05D;3432383-1;7M12  25N34 (24/07/2017 - 16/12/2017);20170152138;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;3913659-2;4N34 (24/07/2017 - 16/12/2017);20170152138;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1148551-7;4N12 (24/07/2017 - 16/12/2017);20170152138;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170152156;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;06;1912054-2;36N34 (24/07/2017 - 16/12/2017);20170152156;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20170152156;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;05D;3432383-1;7M12  25N34 (24/07/2017 - 16/12/2017);20170152156;6.00;APROVADO POR NOTA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;3913659-2;4N34 (24/07/2017 - 16/12/2017);20170152156;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1148551-7;4N12 (24/07/2017 - 16/12/2017);20170152156;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170152290;-;DESISTENCIA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170152290;-;DESISTENCIA;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170152290;-;DESISTENCIA;
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (24/07/2017 - 16/12/2017);20170152290;-;DESISTENCIA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170152290;-;DESISTENCIA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170152290;-;DESISTENCIA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170152316;-;DESISTENCIA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170152316;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170152316;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;01B;2276334-3;2M34  25T34 (24/07/2017 - 16/12/2017);20170152316;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170152316;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170152316;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170152334;-;TRANCADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170152334;-;TRANCADO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170152334;-;TRANCADO;
2;ECT2104;QUÍMICA GERAL;01B;2276334-3;2M34  25T34 (24/07/2017 - 16/12/2017);20170152334;-;TRANCADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170152334;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170152334;-;TRANCADO;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170153215;8.50;APROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170153215;7.10;APROVADO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170153215;7.60;APROVADO;
2;ECT2104;QUÍMICA GERAL;01B;2276334-3;2M34  25T34 (24/07/2017 - 16/12/2017);20170153215;9.00;APROVADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170153215;6.90;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170153215;6.00;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170153233;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170153233;-;TRANCADO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170153233;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;01B;2276334-3;2M34  25T34 (24/07/2017 - 16/12/2017);20170153233;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170153233;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170153233;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;04;1753234-7;2356N12 (24/07/2017 - 30/09/2017);20170153251;-;CANCELADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;06;1912054-2;36N34 (24/07/2017 - 16/12/2017);20170153251;-;CANCELADO;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20170153251;-;CANCELADO;
2;ECT2104;QUÍMICA GERAL;05D;3432383-1;7M12  25N34 (24/07/2017 - 16/12/2017);20170153251;-;CANCELADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;3913659-2;4N34 (24/07/2017 - 16/12/2017);20170153251;-;CANCELADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1148551-7;4N12 (24/07/2017 - 16/12/2017);20170153251;-;CANCELADO;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170153298;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170153298;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170153298;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;01B;2276334-3;2M34  25T34 (24/07/2017 - 16/12/2017);20170153298;5.00;APROVADO POR NOTA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170153298;-;DESISTENCIA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170153298;-;DESISTENCIA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170153672;-;DESISTENCIA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170153672;-;DESISTENCIA;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170153672;-;DESISTENCIA;
2;ECT2104;QUÍMICA GERAL;01B;2276334-3;2M34  25T34 (24/07/2017 - 16/12/2017);20170153672;-;DESISTENCIA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170153672;-;DESISTENCIA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170153672;-;DESISTENCIA;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170153860;0.00;CANCELADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);20170153860;0.00;CANCELADO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170153860;1.00;CANCELADO;
2;ECT2104;QUÍMICA GERAL;01B;2276334-3;2M34  25T34 (24/07/2017 - 16/12/2017);20170153860;0.00;CANCELADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;3913659-2;4T34 (24/07/2017 - 16/12/2017);20170153860;0.00;CANCELADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1051570-6;4T12 (24/07/2017 - 16/12/2017);20170153860;0.70;CANCELADO;
2;ECT2101;PRÉ-CÁLCULO;02;1672787-0;2356T12 (24/07/2017 - 30/09/2017);20170138077;-;DESISTENCIA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;07;2565098-1;36T34 (24/07/2017 - 16/12/2017);20170138077;-;DESISTENCIA;
2;ECT2103;CÁLCULO I;02;2340200-0;2356T12 (02/10/2017 - 16/12/2017);20170138077;-;DESISTENCIA;
2;ECT2104;QUÍMICA GERAL;02B;1523912-0;3M56  25T34 (24/07/2017 - 16/12/2017);20170138077;-;DESISTENCIA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T34 (24/07/2017 - 16/12/2017);20170138077;-;DESISTENCIA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T12 (24/07/2017 - 16/12/2017);20170138077;-;DESISTENCIA;
2;ECT2101;PRÉ-CÁLCULO;02;1672787-0;2356T12 (24/07/2017 - 30/09/2017);20170138101;1.30;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;07;2565098-1;36T34 (24/07/2017 - 16/12/2017);20170138101;0.50;REPROVADO;
2;ECT2103;CÁLCULO I;02;2340200-0;2356T12 (02/10/2017 - 16/12/2017);20170138101;-;TRANCADO;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M56  25T34 (24/07/2017 - 16/12/2017);20170138101;1.40;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T34 (24/07/2017 - 16/12/2017);20170138101;0.70;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T12 (24/07/2017 - 16/12/2017);20170138101;0.50;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2101;PRÉ-CÁLCULO;02;1672787-0;2356T12 (24/07/2017 - 30/09/2017);20170132583;0.00;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;07;2565098-1;36T34 (24/07/2017 - 16/12/2017);20170132583;0.00;REPROVADO;
2;ECT2103;CÁLCULO I;02;2340200-0;2356T12 (02/10/2017 - 16/12/2017);20170132583;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2104;QUÍMICA GERAL;02B;1523912-0;3M56  25T34 (24/07/2017 - 16/12/2017);20170132583;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T34 (24/07/2017 - 16/12/2017);20170132583;1.20;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T12 (24/07/2017 - 16/12/2017);20170132583;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2101;PRÉ-CÁLCULO;02;1672787-0;2356T12 (24/07/2017 - 30/09/2017);20170043750;0.00;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;07;2565098-1;36T34 (24/07/2017 - 16/12/2017);20170043750;0.00;REPROVADO;
2;ECT2103;CÁLCULO I;02;2340200-0;2356T12 (02/10/2017 - 16/12/2017);20170043750;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2104;QUÍMICA GERAL;02B;1523912-0;3M56  25T34 (24/07/2017 - 16/12/2017);20170043750;0.70;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T34 (24/07/2017 - 16/12/2017);20170043750;1.40;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T12 (24/07/2017 - 16/12/2017);20170043750;0.70;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2101;PRÉ-CÁLCULO;02;1672787-0;2356T12 (24/07/2017 - 30/09/2017);20170137884;5.30;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;07;2565098-1;36T34 (24/07/2017 - 16/12/2017);20170137884;4.80;REPROVADO;
2;ECT2103;CÁLCULO I;02;2340200-0;2356T12 (02/10/2017 - 16/12/2017);20170137884;2.30;REPROVADO;
2;ECT2104;QUÍMICA GERAL;02B;1523912-0;3M56  25T34 (24/07/2017 - 16/12/2017);20170137884;0.60;REPROVADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T34 (24/07/2017 - 16/12/2017);20170137884;5.30;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T12 (24/07/2017 - 16/12/2017);20170137884;5.90;APROVADO POR NOTA;
