periodo;codigo;nome;turma;siape;horário;matricula;nota;situação
1;ECT2104;QUÍMICA GERAL;01A;1481705-7,1255011-8;25M56  3T12 (19/02/2018 - 07/07/2018);20180002125;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180002125;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180002125;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180001306;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180001306;-;EXCLUIDA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180001306;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;01A;1255011-8,1481705-7;25M56  3T12 (19/02/2018 - 07/07/2018);20180001306;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180001306;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180001306;8.70;APROVADO
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180002386;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180002386;-;CANCELADO
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180002386;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;01A;1481705-7,1255011-8;25M56  3T12 (19/02/2018 - 07/07/2018);20180002386;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180002386;-;CANCELADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180002386;-;CANCELADO
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180002528;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180002528;-;EXCLUIDA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180002528;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;01A;1255011-8,1481705-7;25M56  3T12 (19/02/2018 - 07/07/2018);20180002528;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180002528;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180002528;0.00;REPROVADO
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180002288;5.80;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180002288;6.40;APROVADO POR NOTA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180002288;8.30;APROVADO
1;ECT2104;QUÍMICA GERAL;01A;1255011-8,1481705-7;25M56  3T12 (19/02/2018 - 07/07/2018);20180002288;8.20;APROVADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180002288;8.50;APROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180002288;9.00;APROVADO
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180002321;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180002321;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180002321;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01A;1481705-7,1255011-8;25M56  3T12 (19/02/2018 - 07/07/2018);20180002321;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180002321;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180002321;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180001709;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180001709;8.80;APROVADO
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180001709;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01A;1255011-8,1481705-7;25M56  3T12 (19/02/2018 - 07/07/2018);20180001709;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180001709;8.30;APROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180001709;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180001585;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180001585;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180001585;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01A;1255011-8,1481705-7;25M56  3T12 (19/02/2018 - 07/07/2018);20180001585;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180001585;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180001585;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180001244;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180001244;-;EXCLUIDA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180001244;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01A;1255011-8,1481705-7;25M56  3T12 (19/02/2018 - 07/07/2018);20180001244;-;TRANCADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180001244;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180001244;-;EXCLUIDA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180001880;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180001880;2.20;REPROVADO
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180001880;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;01A;1481705-7,1255011-8;25M56  3T12 (19/02/2018 - 07/07/2018);20180001880;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180001880;8.40;APROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180001880;6.90;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180001629;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180001629;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180001629;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01A;1481705-7,1255011-8;25M56  3T12 (19/02/2018 - 07/07/2018);20180001629;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180001629;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180001629;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180002368;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180002368;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180002368;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01A;1255011-8,1481705-7;25M56  3T12 (19/02/2018 - 07/07/2018);20180002368;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180002368;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180002368;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180002241;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180002241;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180002241;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01A;1255011-8,1481705-7;25M56  3T12 (19/02/2018 - 07/07/2018);20180002241;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180002241;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180002241;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180001905;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180001905;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180001905;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2104;QUÍMICA GERAL;01A;1481705-7,1255011-8;25M56  3T12 (19/02/2018 - 07/07/2018);20180001905;0.60;REPROVADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180001905;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180001905;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180002009;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180002009;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180002009;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01A;1255011-8,1481705-7;25M56  3T12 (19/02/2018 - 07/07/2018);20180002009;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180002009;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180002009;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180002420;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180002420;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180002420;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01A;1481705-7,1255011-8;25M56  3T12 (19/02/2018 - 07/07/2018);20180002420;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180002420;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180002420;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;4;1674079-5;2356N12 (19/02/2018 - 28/04/2018);20180007542;8.30;APROVADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (19/02/2018 - 07/07/2018);20180007542;8.70;APROVADO
1;ECT2103;CÁLCULO I;4;1672787-0;2356N12 (30/04/2018 - 07/07/2018);20180007542;5.30;REPROVADO POR NOTA
1;ECT2104;QUÍMICA GERAL;04A;2276334-3;2T56  25N34 (19/02/2018 - 07/07/2018);20180007542;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;1746024-9;4N34 (19/02/2018 - 07/07/2018);20180007542;8.00;APROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (19/02/2018 - 07/07/2018);20180007542;8.90;APROVADO
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180007785;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180007785;-;EXCLUIDA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180007785;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;01B;1255011-8,1481705-7;25M56  3T34 (19/02/2018 - 07/07/2018);20180007785;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180007785;7.70;APROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180007785;-;TRANCADO
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180007954;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180007954;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180007954;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01B;1255011-8,1481705-7;25M56  3T34 (19/02/2018 - 07/07/2018);20180007954;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180007954;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180007954;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180008011;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180008011;-;EXCLUIDA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180008011;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;01B;1255011-8,1481705-7;25M56  3T34 (19/02/2018 - 07/07/2018);20180008011;9.00;APROVADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180008011;8.80;APROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180008011;8.10;APROVADO
1;ECT2101;PRÉ-CÁLCULO;4;1674079-5;2356N12 (19/02/2018 - 28/04/2018);20180008174;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (19/02/2018 - 07/07/2018);20180008174;-;EXCLUIDA
1;ECT2103;CÁLCULO I;4;1672787-0;2356N12 (30/04/2018 - 07/07/2018);20180008174;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;04A;2276334-3;2T56  25N34 (19/02/2018 - 07/07/2018);20180008174;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;1746024-9;4N34 (19/02/2018 - 07/07/2018);20180008174;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (19/02/2018 - 07/07/2018);20180008174;7.00;APROVADO
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180010824;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180010824;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180010824;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01B;1481705-7,1255011-8;25M56  3T34 (19/02/2018 - 07/07/2018);20180010824;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180010824;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180010824;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180010842;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180010842;1.20;REPROVADO
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180010842;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;01B;1255011-8,1481705-7;25M56  3T34 (19/02/2018 - 07/07/2018);20180010842;5.00;APROVADO POR NOTA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180010842;5.20;APROVADO POR NOTA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180010842;5.40;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (19/02/2018 - 28/04/2018);20180010860;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20180010860;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20180010860;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;01B;1481705-7,1255011-8;25M56  3T34 (19/02/2018 - 07/07/2018);20180010860;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M56 (19/02/2018 - 07/07/2018);20180010860;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (19/02/2018 - 07/07/2018);20180010860;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;4;1674079-5;2356N12 (19/02/2018 - 28/04/2018);20180010889;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (19/02/2018 - 07/07/2018);20180010889;-;DESISTENCIA
1;ECT2103;CÁLCULO I;4;1672787-0;2356N12 (30/04/2018 - 07/07/2018);20180010889;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;04A;2276334-3;2T56  25N34 (19/02/2018 - 07/07/2018);20180010889;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;1746024-9;4N34 (19/02/2018 - 07/07/2018);20180010889;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (19/02/2018 - 07/07/2018);20180010889;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;4857669-9;36M56 (19/02/2018 - 07/07/2018);20170032677;-;INDEFERIDO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1894891-1;35T12 (19/02/2018 - 07/07/2018);20170030977;4.70;REPROVADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;3;2571630-3;36M34 (19/02/2018 - 07/07/2018);20170117602;-;CANCELADO
1;MEC1508;DINÂMICA;2;347304-1;24T56 (19/02/2018 - 07/07/2018);2013090967;6.90;APROVADO POR NOTA
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;6;1319338-6;2N34 (19/02/2018 - 07/07/2018);20170138836;-;CANCELADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;5;3030343-7;2N12 (19/02/2018 - 07/07/2018);2016017272;1.90;CANCELADO
1;DCO1004;ELETROMAGNETISMO APLICADO;1;349732-3;2N34 4N12;20150125142;6.50;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;03B;1434796-4,4687943-1;4M56  24T56 (19/02/2018 - 16/06/2018);2016090183;-;DESISTENCIA
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;1354851-6;35T34 (19/02/2018 - 07/07/2018);20170036854;0.60;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;2;1242299-3;2M12 (19/02/2018 - 07/07/2018);20180001763;7.20;APROVADO
1;ECT2401;COMPUTAÇÃO NUMÉRICA;04D;1159567-3,3051115-3,2254759-4,2757086-1;35N12 (19/02/2018 - 07/04/2018), 7M34  35N12 (08/04/2018 - 07/07/2018);2015085643;3.30;REPROVADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2T34 (19/02/2018 - 07/07/2018);20170034457;5.80;APROVADO POR NOTA
1;MEC1509;METROLOGIA INDUSTRIAL;2;1150023-1;35M1234 (03/05/2018 - 07/07/2018);2016020394;5.10;APROVADO POR NOTA
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;2;1242299-3;2M12 (19/02/2018 - 07/07/2018);20180002401;7.20;APROVADO
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;5;1755308-5;3N12 (19/02/2018 - 07/07/2018);20170037815;-;INDEFERIDO
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);20170114520;5.00;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05A;2312423-9;3T34  35N12 (19/02/2018 - 16/06/2018);20170118127;-;INDEFERIDO
1;ECT2201;CÁLCULO II;4;1680333-9;46N12 (19/02/2018 - 07/07/2018);20150127746;0.00;CANCELADO
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;4;1319338-6;2N12 (19/02/2018 - 07/07/2018);2015011873;8.70;APROVADO
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20170138308;1.40;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);20170045414;3.10;REPROVADO
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);20170116060;6.00;APROVADO POR NOTA
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;5;1242299-3;2N34 (19/02/2018 - 07/07/2018);20170115869;6.60;APROVADO POR NOTA
1;ECT2201;CÁLCULO II;3;2583622-8;46T12 (19/02/2018 - 07/07/2018);20170042931;-;INDEFERIDO
1;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;3;2325464-7,2218079-8;46N12 (19/02/2018 - 07/07/2018);20150127183;3.10;REPROVADO
1;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;2;1717472-6;35T56 (19/02/2018 - 07/07/2018);2016013175;5.10;APROVADO POR NOTA
1;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;35T56 (19/02/2018 - 07/07/2018);2014068030;-;INDEFERIDO
1;ECT2307;FÍSICA EXPERIMENTAL I;08A;1717472-6;6T456 (26/02/2018 - 02/06/2018);20170095050;8.80;APROVADO
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);2014096295;-;INDEFERIDO
1;MTR0403;TRANSFORMAÇÃO DE FASES E TRATAMENTOS TÉRMICOS;1;2414250-8;24T56;2014098253;-;INDEFERIDO
1;ECT2104;QUÍMICA GERAL;03A;3432383-1;25M34 3M12 (19/02/2018 - 07/07/2018);20170137991;-;INDEFERIDO
1;MEC1604;MECÂNICA DOS SÓLIDOS II;1;1338331-2;24T56 (19/02/2018 - 07/07/2018);2013020247;0.50;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2202;ÁLGEBRA LINEAR;4;2565098-1;46N34 (19/02/2018 - 07/07/2018);20160142441;-;INDEFERIDO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;7;1912054-2;36M34 (19/02/2018 - 07/07/2018);20170138531;5.70;APROVADO POR NOTA
1;CIV1302;HIDRÁULICA PARA ENGENHARIA AMBIENTAL;1;1222082-7;35T56;2014028366;-;INDEFERIDO
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);20170116409;-;INDEFERIDO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;3;1242299-3;2M56 (19/02/2018 - 07/07/2018);20170106538;7.20;APROVADO
1;CIV1306;GESTÃO DE RECURSOS HÍDRICOS;1;1759777-5;3T12 6T34;20170002319;2.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (19/02/2018 - 07/07/2018);20160143574;1.70;CANCELADO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;1;1718474-8;35M34 (19/02/2018 - 07/07/2018);2016012113;5.00;APROVADO POR NOTA
