Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação
2;ECT2101;PRÉ-CÁLCULO;4;2998751-4;2356N34 (22/07/2019 - 21/09/2019);20190148722;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1674079-5;25N12 (22/07/2019 - 07/12/2019);20190148722;-;EXCLUIDA
2;ECT2103;CÁLCULO I;4;6350665-5;2356N34 (23/09/2019 - 07/12/2019);20190148722;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;04A;1481705-7,2276334-3;7M12  36N12 (22/07/2019 - 07/12/2019);20190148722;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190148722;5.60;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190148722;4.30;REPROVADO
2;ECT2101;PRÉ-CÁLCULO;4;2998751-4;2356N34 (22/07/2019 - 21/09/2019);20190148740;-;CANCELADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1674079-5;25N12 (22/07/2019 - 07/12/2019);20190148740;-;CANCELADO
2;ECT2103;CÁLCULO I;4;6350665-5;2356N34 (23/09/2019 - 07/12/2019);20190148740;-;CANCELADO
2;ECT2104;QUÍMICA GERAL;04A;2276334-3,1481705-7;7M12  36N12 (22/07/2019 - 07/12/2019);20190148740;-;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190148740;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190148740;-;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;4;2998751-4;2356N34 (22/07/2019 - 21/09/2019);20190148769;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1674079-5;25N12 (22/07/2019 - 07/12/2019);20190148769;-;EXCLUIDA
2;ECT2103;CÁLCULO I;4;6350665-5;2356N34 (23/09/2019 - 07/12/2019);20190148769;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;04A;2276334-3,1481705-7;7M12  36N12 (22/07/2019 - 07/12/2019);20190148769;4.10;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190148769;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190148769;7.00;APROVADO
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190148787;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190148787;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190148787;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;3432383-1,1481705-7;2M12  36T34 (22/07/2019 - 07/12/2019);20190148787;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190148787;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190148787;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;4;2998751-4;2356N34 (22/07/2019 - 21/09/2019);20190148802;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1674079-5;25N12 (22/07/2019 - 07/12/2019);20190148802;-;EXCLUIDA
2;ECT2103;CÁLCULO I;4;6350665-5;2356N34 (23/09/2019 - 07/12/2019);20190148802;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;04A;2276334-3,1481705-7;7M12  36N12 (22/07/2019 - 07/12/2019);20190148802;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190148802;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190148802;-;EXCLUIDA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190148820;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190148820;1.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190148820;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;1481705-7,3432383-1;2M12  36T34 (22/07/2019 - 07/12/2019);20190148820;5.00;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190148820;7.70;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190148820;7.60;APROVADO
2;ECT2101;PRÉ-CÁLCULO;4;2998751-4;2356N34 (22/07/2019 - 21/09/2019);20190148849;5.80;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1674079-5;25N12 (22/07/2019 - 07/12/2019);20190148849;5.20;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;4;6350665-5;2356N34 (23/09/2019 - 07/12/2019);20190148849;1.10;REPROVADO
2;ECT2104;QUÍMICA GERAL;04A;1481705-7,2276334-3;7M12  36N12 (22/07/2019 - 07/12/2019);20190148849;4.30;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190148849;7.40;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190148849;7.90;APROVADO
2;ECT2101;PRÉ-CÁLCULO;4;2998751-4;2356N34 (22/07/2019 - 21/09/2019);20190148876;5.30;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1674079-5;25N12 (22/07/2019 - 07/12/2019);20190148876;1.90;REPROVADO
2;ECT2103;CÁLCULO I;4;6350665-5;2356N34 (23/09/2019 - 07/12/2019);20190148876;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;04A;2276334-3,1481705-7;7M12  36N12 (22/07/2019 - 07/12/2019);20190148876;6.40;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190148876;7.40;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190148876;6.00;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190148900;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190148900;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190148900;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;1481705-7,3432383-1;2M12  36T34 (22/07/2019 - 07/12/2019);20190148900;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190148900;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190148900;-;EXCLUIDA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190148947;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190148947;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190148947;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;3432383-1,1481705-7;2M12  36T34 (22/07/2019 - 07/12/2019);20190148947;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190148947;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190148947;-;EXCLUIDA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190148965;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190148965;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190148965;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;1481705-7,3432383-1;2M12  36T34 (22/07/2019 - 07/12/2019);20190148965;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190148965;6.00;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190148965;3.50;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;4;2998751-4;2356N34 (22/07/2019 - 21/09/2019);20190148992;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1674079-5;25N12 (22/07/2019 - 07/12/2019);20190148992;2.20;REPROVADO
2;ECT2103;CÁLCULO I;4;6350665-5;2356N34 (23/09/2019 - 07/12/2019);20190148992;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;04A;2276334-3,1481705-7;7M12  36N12 (22/07/2019 - 07/12/2019);20190148992;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190148992;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190148992;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190149256;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190149256;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190149256;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;3432383-1,1481705-7;2M12  36T34 (22/07/2019 - 07/12/2019);20190149256;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190149256;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190149256;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190152144;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190152144;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190152144;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;3432383-1,1481705-7;2M12  36T34 (22/07/2019 - 07/12/2019);20190152144;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190152144;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190152144;-;EXCLUIDA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190152162;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190152162;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190152162;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;1481705-7,3432383-1;2M12  36T34 (22/07/2019 - 07/12/2019);20190152162;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190152162;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190152162;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190152180;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190152180;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190152180;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01B;3432383-1,1481705-7;2M34  36T34 (22/07/2019 - 07/12/2019);20190152180;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190152180;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190152180;-;EXCLUIDA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190152260;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190152260;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190152260;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01B;3432383-1,1481705-7;2M34  36T34 (22/07/2019 - 07/12/2019);20190152260;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190152260;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190152260;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190152322;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190152322;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190152322;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01B;1481705-7,3432383-1;2M34  36T34 (22/07/2019 - 07/12/2019);20190152322;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190152322;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190152322;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190152340;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190152340;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190152340;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01B;3432383-1,1481705-7;2M34  36T34 (22/07/2019 - 07/12/2019);20190152340;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190152340;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190152340;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190152369;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190152369;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190152369;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01B;1481705-7,3432383-1;2M34  36T34 (22/07/2019 - 07/12/2019);20190152369;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190152369;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190152369;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190152420;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190152420;2.30;REPROVADO
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190152420;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;01B;3432383-1,1481705-7;2M34  36T34 (22/07/2019 - 07/12/2019);20190152420;9.60;APROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190152420;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190152420;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;4;2998751-4;2356N34 (22/07/2019 - 21/09/2019);20190152449;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1674079-5;25N12 (22/07/2019 - 07/12/2019);20190152449;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2103;CÁLCULO I;4;6350665-5;2356N34 (23/09/2019 - 07/12/2019);20190152449;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;04A;1481705-7,2276334-3;7M12  36N12 (22/07/2019 - 07/12/2019);20190152449;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190152449;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190152449;0.50;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190152565;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190152565;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190152565;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01B;1481705-7,3432383-1;2M34  36T34 (22/07/2019 - 07/12/2019);20190152565;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190152565;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190152565;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;2;2998751-4;2356T12 (22/07/2019 - 21/09/2019);20190110206;0.30;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;1756325-1;25T34 (22/07/2019 - 07/12/2019);20190110206;0.10;REPROVADO
2;ECT2103;CÁLCULO I;2;1091102-4;2356T12 (23/09/2019 - 07/12/2019);20190110206;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;02D;1523912-0,1481705-7;4M56  36T34 (22/07/2019 - 07/12/2019);20190110206;5.10;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;2;3030343-7;4T34 (22/07/2019 - 07/12/2019);20190110206;6.30;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;2;3058487-8;4T12 (22/07/2019 - 07/12/2019);20190110206;6.00;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;2;2998751-4;2356T12 (22/07/2019 - 21/09/2019);20190081688;0.80;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;1756325-1;25T34 (22/07/2019 - 07/12/2019);20190081688;2.40;REPROVADO
2;ECT2103;CÁLCULO I;2;1091102-4;2356T12 (23/09/2019 - 07/12/2019);20190081688;1.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;02D;1481705-7,1523912-0;4M56  36T34 (22/07/2019 - 07/12/2019);20190081688;4.40;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;2;3030343-7;4T34 (22/07/2019 - 07/12/2019);20190081688;6.80;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;2;3058487-8;4T12 (22/07/2019 - 07/12/2019);20190081688;5.00;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;2;2998751-4;2356T12 (22/07/2019 - 21/09/2019);20190081543;0.90;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;1756325-1;25T34 (22/07/2019 - 07/12/2019);20190081543;1.70;REPROVADO
2;ECT2103;CÁLCULO I;2;1091102-4;2356T12 (23/09/2019 - 07/12/2019);20190081543;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;02D;1523912-0,1481705-7;4M56  36T34 (22/07/2019 - 07/12/2019);20190081543;1.80;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;2;3030343-7;4T34 (22/07/2019 - 07/12/2019);20190081543;5.20;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;2;3058487-8;4T12 (22/07/2019 - 07/12/2019);20190081543;5.90;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;2;2998751-4;2356T12 (22/07/2019 - 21/09/2019);20190081507;4.00;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;1756325-1;25T34 (22/07/2019 - 07/12/2019);20190081507;4.00;REPROVADO
2;ECT2103;CÁLCULO I;2;1091102-4;2356T12 (23/09/2019 - 07/12/2019);20190081507;3.10;REPROVADO
2;ECT2104;QUÍMICA GERAL;02D;1481705-7,1523912-0;4M56  36T34 (22/07/2019 - 07/12/2019);20190081507;5.60;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;2;3030343-7;4T34 (22/07/2019 - 07/12/2019);20190081507;7.90;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;2;3058487-8;4T12 (22/07/2019 - 07/12/2019);20190081507;6.50;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;2;2998751-4;2356T12 (22/07/2019 - 21/09/2019);20190081481;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;1756325-1;25T34 (22/07/2019 - 07/12/2019);20190081481;0.00;REPROVADO
2;ECT2103;CÁLCULO I;2;1091102-4;2356T12 (23/09/2019 - 07/12/2019);20190081481;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;02D;1523912-0,1481705-7;4M56  36T34 (22/07/2019 - 07/12/2019);20190081481;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;2;3030343-7;4T34 (22/07/2019 - 07/12/2019);20190081481;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;2;3058487-8;4T12 (22/07/2019 - 07/12/2019);20190081481;-;EXCLUIDA
2;ECT2101;PRÉ-CÁLCULO;2;2998751-4;2356T12 (22/07/2019 - 21/09/2019);20190081365;0.50;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;1756325-1;25T34 (22/07/2019 - 07/12/2019);20190081365;0.70;REPROVADO
2;ECT2103;CÁLCULO I;2;1091102-4;2356T12 (23/09/2019 - 07/12/2019);20190081365;0.70;REPROVADO
2;ECT2104;QUÍMICA GERAL;02D;1523912-0,1481705-7;4M56  36T34 (22/07/2019 - 07/12/2019);20190081365;2.40;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;2;3030343-7;4T34 (22/07/2019 - 07/12/2019);20190081365;7.00;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;2;3058487-8;4T12 (22/07/2019 - 07/12/2019);20190081365;6.30;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;2;2998751-4;2356T12 (22/07/2019 - 21/09/2019);20190081249;1.80;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;1756325-1;25T34 (22/07/2019 - 07/12/2019);20190081249;0.60;REPROVADO
2;ECT2103;CÁLCULO I;2;1091102-4;2356T12 (23/09/2019 - 07/12/2019);20190081249;0.70;REPROVADO
2;ECT2104;QUÍMICA GERAL;02D;1481705-7,1523912-0;4M56  36T34 (22/07/2019 - 07/12/2019);20190081249;4.80;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;2;3030343-7;4T34 (22/07/2019 - 07/12/2019);20190081249;5.90;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;2;3058487-8;4T12 (22/07/2019 - 07/12/2019);20190081249;7.20;APROVADO
2;ECT2101;PRÉ-CÁLCULO;2;2998751-4;2356T12 (22/07/2019 - 21/09/2019);20190109887;2.90;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;2;1756325-1;25T34 (22/07/2019 - 07/12/2019);20190109887;6.70;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;2;1091102-4;2356T12 (23/09/2019 - 07/12/2019);20190109887;8.70;APROVADO
2;ECT2104;QUÍMICA GERAL;02D;1481705-7,1523912-0;4M56  36T34 (22/07/2019 - 07/12/2019);20190109887;5.40;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;2;3030343-7;4T34 (22/07/2019 - 07/12/2019);20190109887;7.10;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;2;3058487-8;4T12 (22/07/2019 - 07/12/2019);20190109887;7.70;APROVADO
